E211	2017-08-15	1
E211	2017-08-15	1
E210	2017-08-15	1
E216	2017-08-15	1
E309	2017-08-15	1
E310	2017-08-15	1
E311	2017-08-15	1
E312	2017-08-15	1
E211	2017-08-16	1
E210	2017-08-16	1
E216	2017-08-16	1
E309	2017-08-16	1
E310	2017-08-16	1
E311	2017-08-16	1
E312	2017-08-16	1
E211	2017-08-17	1
E210	2017-08-17	1
E216	2017-08-17	1
E309	2017-08-17	1
E310	2017-08-17	1
E311	2017-08-17	1
E312	2017-08-17	1
